0,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
chair-back,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
13,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,2,0,0,2,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0
head,0,13,1,2,6,2,3,9,1,0,6,2,0,0,1,15,10,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,3
shouler,0,2,1,0,1,1,0,1,0,0,1,0,0,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
arm,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,3,1,1,1,0,1,3,0,0,0,0,0,0,1,4,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1
body,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"hip,leg,foot",0,3,1,2,0,2,1,2,0,0,1,5,0,0,2,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
bag,0,8,4,0,2,0,1,13,0,0,2,4,2,0,0,8,12,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,6
cup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earphone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glasses,0,9,1,0,0,0,1,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobilephone,0,2,0,0,0,0,5,3,0,0,0,2,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
overcoat,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,1,1,0,1,0,1,1,0,0,0,0,0,0,2,13,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keyboard,0,16,0,3,3,1,8,9,0,0,4,6,0,0,12,10,14,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
desktop,0,10,1,1,6,0,1,16,1,0,1,0,0,0,3,11,23,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
desk-drawer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-cushion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,11,2,0,2,1,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,3
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
14,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,2,0,0,0,1,2,1,6,1,0,5,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,3,0,0,0,0,0,0
head,0,71,6,6,40,7,27,6,13,9,1,100,4,2,18,24,194,0,1,8,0,5,0,3,0,0,0,0,0,0,0,1,0,2
shouler,0,5,3,0,0,5,3,0,0,0,0,2,1,0,1,1,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,4,0,2,4,2,2,0,2,1,0,3,0,0,7,5,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,37,1,2,13,3,11,2,5,5,0,7,2,0,6,3,28,0,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,1
body,0,9,2,3,0,3,11,0,4,1,0,10,1,1,0,3,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"hip,leg,foot",0,30,2,4,19,4,14,5,13,6,0,22,1,4,6,6,52,0,1,23,3,4,0,1,0,0,0,0,0,0,0,0,0,3
bag,0,5,1,1,2,1,4,12,6,1,0,12,0,1,0,2,7,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,1
cup,0,13,1,0,7,4,14,4,29,1,0,26,1,1,9,4,35,0,1,4,0,6,0,0,0,0,2,0,0,0,0,0,0,5
earphone,0,10,0,1,2,1,3,0,1,4,0,6,0,0,8,3,21,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0
glasses,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobilephone,0,107,4,4,7,10,27,8,25,6,0,20,6,1,44,7,58,0,0,14,0,8,0,0,0,0,0,1,0,0,1,0,0,3
overcoat,0,5,1,0,2,2,3,0,2,0,0,1,1,1,4,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,3,0,0,0,1,4,2,1,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,25,2,3,6,0,6,0,11,6,0,38,1,0,4,69,49,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
keyboard,0,19,1,4,3,1,11,0,3,2,0,13,1,0,66,5,19,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
desktop,0,189,4,11,21,7,40,13,31,16,1,76,6,1,44,21,40,0,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,1
desk-drawer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
desk-fence,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
chair-arm,0,7,1,2,9,3,28,3,7,7,0,11,4,2,9,5,20,1,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
chair-cushion,0,1,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,2,0,0,0,1,9,9,2,0,0,8,0,2,0,0,2,0,0,2,1,6,0,1,0,0,1,0,0,0,0,0,0,1
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tissuedispenser,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
16,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,0,0,1,2,0,6,1,0,0,1,5,0,0,1,0,6,0,1,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3
head,0,62,1,7,38,9,21,0,3,0,10,50,0,1,86,45,19,1,5,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2
shouler,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,3,0,1,4,5,7,0,0,0,1,1,0,0,3,3,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hand,0,37,0,3,10,1,17,3,1,0,0,8,0,1,57,36,35,1,2,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0
body,0,14,0,5,4,11,11,2,1,0,3,6,0,0,5,0,3,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1
"hip,leg,foot",0,18,0,4,15,11,38,4,4,0,4,29,0,1,54,16,58,3,2,8,5,2,0,1,0,0,0,1,0,0,0,0,0,5
bag,0,0,0,0,6,2,4,6,1,0,0,1,0,0,1,1,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0
cup,0,3,0,1,3,1,3,0,1,0,1,10,0,0,17,5,7,0,0,2,1,2,0,0,0,0,1,1,0,0,0,0,0,0
earphone,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glasses,0,17,0,1,1,6,5,0,0,0,0,4,0,0,9,10,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
mobilephone,0,58,0,0,7,3,27,1,7,0,10,16,0,0,53,13,28,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,7
overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,61,0,5,41,4,39,1,23,0,10,62,0,0,29,758,98,0,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0,1
keyboard,0,57,0,5,57,2,25,1,8,0,14,17,0,1,698,26,24,1,0,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0
desktop,0,23,0,3,26,4,50,10,5,0,2,19,0,1,119,24,79,3,2,10,4,2,0,1,0,0,0,0,1,0,2,0,0,1
desk-drawer,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,4,0,0,1,7,3,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,5,0,2,4,3,18,5,1,1,0,3,0,0,15,5,11,0,0,1,3,2,0,0,0,0,0,1,1,0,0,0,0,0
chair-cushion,0,1,0,0,2,1,1,1,1,0,1,0,0,0,5,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
chair-back,0,3,0,1,0,1,3,1,1,0,0,3,0,0,1,1,4,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,2
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0
door,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
trashcan,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
17,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,1,0,1,1,0,2,2,0,0,0,11,0,0,9,1,2,0,0,2,0,2,0,1,0,0,0,4,0,0,0,0,0,2
head,0,48,5,8,6,9,21,2,4,2,6,54,0,0,144,80,4,0,0,2,3,0,0,0,0,0,0,1,1,0,0,0,0,2
shouler,0,1,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,10,0,1,4,3,3,0,1,1,1,6,0,0,8,9,4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
hand,0,11,0,2,7,4,7,0,0,0,1,3,0,0,12,6,5,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1
body,0,5,0,6,1,1,4,1,0,1,1,4,0,0,10,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
"hip,leg,foot",0,11,0,2,9,5,30,1,3,8,2,25,1,0,36,28,5,0,0,2,8,3,0,0,0,0,0,2,0,0,0,1,0,4
bag,0,2,0,0,1,1,1,3,0,1,1,1,0,0,2,1,4,0,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,4
cup,0,2,0,0,1,0,5,0,0,0,0,4,0,0,4,6,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
earphone,0,1,0,2,0,0,3,2,0,2,0,6,0,0,18,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1
glasses,0,9,0,0,0,2,2,0,0,2,0,6,0,0,40,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
mobilephone,0,72,1,5,1,5,14,2,4,2,11,18,0,0,71,37,16,0,0,0,3,5,0,0,0,0,0,0,1,0,0,0,0,11
overcoat,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mouse,0,129,1,11,15,7,36,3,5,13,21,85,1,0,16,697,27,0,0,1,3,2,0,3,1,0,0,0,0,0,0,0,0,4
keyboard,0,88,0,12,10,5,33,2,7,3,44,34,0,0,666,9,14,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1
desktop,0,10,0,2,1,3,11,4,2,0,1,8,0,0,22,20,6,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,2
desk-drawer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desk-fence,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-arm,0,0,0,0,1,1,4,1,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
chair-cushion,0,1,0,1,2,0,5,0,0,6,1,7,0,0,11,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chair-back,0,0,0,1,1,0,3,2,0,0,0,5,1,0,3,0,3,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0
controller,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
printer,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1
door,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
window,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
waterdispenser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
tissuedispenser,0,0,0,0,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
trashcan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cabinet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerdesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
printerchair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hanger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
19,Entry,head,shouler,arm,hand,body,"hip,leg,foot",bag,cup,earphone,glasses,mobilephone,overcoat,pillow,mouse,keyboard,desktop,desk-drawer,desk-fence,chair-arm,chair-cushion,chair-back,controller,printer,door,window,waterdispenser,tissuedispenser,trashcan,cabinet,printerdesk,printerchair,hanger,leave
Entry,0,0,0,0,1,0,1,3,2,0,0,4,0,0,1,0,1,0,0,4,0,2,0,0,0,0,1,2,0,0,0,0,0,0
head,0,23,0,0,38,4,3,1,0,0,3,47,0,0,52,18,32,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
shouler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arm,0,2,0,0,1,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hand,0,56,0,1,7,2,4,3,0,1,1,5,0,0,20,7,11,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0
body,0,0,0,0,1,3,4,0,1,1,0,0,0,0,4,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hip,leg,foot",0,1,0,1,1,2,3,5,3,1,0,14,0,0,26,2,9,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,6
bag,0,2,0,0,0,0,4,5,0,3,0,9,0,0,1,1,8,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1
cup,0,1,0,0,0,1,3,0,4,0,1,1,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
earphone,0,1,0,0,0,0,0,1,0,2,0,5,0,0,16,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
glasses,0,7,0,0,0,0,1,0,0,0,0,2,0,0,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
mobilephone,0,60,0,3,6,0,15,9,0,10,4,25,0,0,486,48,42,0,0,7,2,6,0,1,0,0,0,0,0,0,0,0,0,5
overcoat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pillow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
